DisputeId,Transactions,OpenedAt,ResolvedAt,ReasonCode,State,Outcome,DisputedAmount
17099,239622,2026-02-08T04:45:52Z,,FRAUD,UNDER_REVIEW,,23.57
17100,687461,2026-04-17T09:25:59Z,2026-05-31T09:25:59Z,FRAUD,RESOLVED,CUSTOMER_WON,12.2
17101,993466,2026-05-07T23:09:19Z,,DUPLICATE,OPEN,,7.94
17102,938974,2026-04-15T01:56:13Z,2026-06-11T01:56:13Z,FRAUD,RESOLVED,MERCHANT_WON,243.67
17103,898372,2026-04-22T11:09:42Z,2026-06-18T11:09:42Z,FRAUD,RESOLVED,MERCHANT_WON,77.83
17104,106258,2026-01-17T09:04:55Z,2026-03-06T09:04:55Z,FRAUD,RESOLVED,WITHDRAWN,28.9
17105,133276,2026-01-24T06:41:29Z,2026-03-23T06:41:29Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,67.05
17106,112408,2026-02-17T04:04:41Z,2026-04-01T04:04:41Z,FRAUD,RESOLVED,WITHDRAWN,27.35
17107,100505,2026-02-08T14:03:48Z,2026-02-12T14:03:48Z,DUPLICATE,RESOLVED,WITHDRAWN,15.26
17108,245063,2026-02-17T08:41:18Z,,FRAUD,UNDER_REVIEW,,13.1
17109,264988,2026-02-05T00:43:16Z,2026-03-17T00:43:16Z,FRAUD,RESOLVED,MERCHANT_WON,29.96
17110,636859,2026-03-22T13:52:18Z,,NOT_RECEIVED,UNDER_REVIEW,,84.12
17111,336925,2026-02-04T02:06:22Z,,NOT_RECEIVED,UNDER_REVIEW,,31.16
17112,653424,2026-03-27T15:26:20Z,,NOT_RECEIVED,UNDER_REVIEW,,15.93
17113,15857,2026-01-19T09:50:54Z,2026-03-09T09:50:54Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,16.25
17114,106047,2026-02-20T01:25:38Z,2026-04-10T01:25:38Z,FRAUD,RESOLVED,MERCHANT_WON,11.77
17115,668771,2026-03-20T00:25:23Z,,NOT_RECEIVED,UNDER_REVIEW,,8.99
17116,301800,2026-03-04T22:55:53Z,2026-03-07T22:55:53Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,10.8
17117,860410,2026-04-25T00:37:02Z,,CANCELLED,UNDER_REVIEW,,10.18
17118,366347,2026-02-10T11:45:12Z,2026-02-25T11:45:12Z,FRAUD,RESOLVED,CUSTOMER_WON,54.16
17119,188992,2026-02-11T09:27:36Z,2026-02-15T09:27:36Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,13.18
17120,912080,2026-04-01T20:43:51Z,,NOT_RECEIVED,UNDER_REVIEW,,24.88
17121,335308,2026-03-09T22:34:46Z,2026-04-20T22:34:46Z,DUPLICATE,RESOLVED,CHARGEBACK,136.72
17122,281323,2026-03-03T12:57:16Z,,DUPLICATE,OPEN,,7.48
17123,672522,2026-03-03T13:39:59Z,2026-03-13T13:39:59Z,FRAUD,RESOLVED,WITHDRAWN,71.38
17124,204603,2026-02-23T21:15:58Z,2026-04-15T21:15:58Z,FRAUD,RESOLVED,MERCHANT_WON,41.63
17125,608835,2026-04-10T15:41:11Z,2026-05-23T15:41:11Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,11.11
17126,414903,2026-03-06T04:17:07Z,2026-04-20T04:17:07Z,FRAUD,RESOLVED,CUSTOMER_WON,15.23
17127,562461,2026-03-17T10:28:29Z,2026-03-20T10:28:29Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,31.95
17128,107971,2026-02-18T12:16:27Z,2026-02-25T12:16:27Z,FRAUD,RESOLVED,MERCHANT_WON,35.38
17129,607525,2026-03-12T17:25:59Z,,NOT_RECEIVED,OPEN,,9.1
17130,616362,2026-03-23T09:18:46Z,2026-04-06T09:18:46Z,FRAUD,RESOLVED,WITHDRAWN,5.54
17131,185407,2026-02-20T18:15:40Z,2026-03-14T18:15:40Z,FRAUD,RESOLVED,WITHDRAWN,25.41
17132,612875,2026-03-06T16:32:52Z,2026-04-16T16:32:52Z,FRAUD,RESOLVED,CUSTOMER_WON,6.34
17133,740522,2026-04-12T14:07:34Z,2026-05-17T14:07:34Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,9.11
17134,697118,2026-04-05T06:27:25Z,2026-05-06T06:27:25Z,FRAUD,RESOLVED,CUSTOMER_WON,39.11
17135,955425,2026-04-27T00:22:53Z,,NOT_RECEIVED,UNDER_REVIEW,,4.65
17136,515317,2026-03-29T06:44:09Z,2026-05-12T06:44:09Z,FRAUD,RESOLVED,CUSTOMER_WON,7.54
17137,47806,2026-02-13T12:08:42Z,2026-04-14T12:08:42Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,18.47
17138,725001,2026-04-16T16:07:03Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,36.98
17139,828733,2026-04-21T12:05:50Z,2026-06-02T12:05:50Z,DUPLICATE,RESOLVED,MERCHANT_WON,19.09
17140,754826,2026-03-28T07:07:06Z,2026-05-20T07:07:06Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,12.99
17141,516233,2026-02-21T19:25:48Z,2026-03-09T19:25:48Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,12.38
17142,336922,2026-02-08T06:32:30Z,2026-04-07T06:32:30Z,FRAUD,RESOLVED,CUSTOMER_WON,19.65
17143,29941,2026-01-26T15:56:37Z,2026-02-18T15:56:37Z,NOT_RECEIVED,RESOLVED,CHARGEBACK,24.66
17144,183378,2026-02-11T06:05:57Z,2026-04-03T06:05:57Z,FRAUD,RESOLVED,CUSTOMER_WON,25.26
17145,293457,2026-03-07T06:35:50Z,,FRAUD,OPEN,,22.88
17146,760581,2026-03-22T15:05:39Z,2026-04-19T15:05:39Z,FRAUD,RESOLVED,WITHDRAWN,51.76
17147,561414,2026-04-04T18:55:12Z,2026-04-25T18:55:12Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,29.56
17148,709598,2026-03-24T21:06:12Z,2026-04-30T21:06:12Z,FRAUD,RESOLVED,CUSTOMER_WON,12.15
17149,54328,2026-01-27T01:03:46Z,,NOT_RECEIVED,OPEN,,14.47
17150,239164,2026-02-17T12:11:59Z,2026-03-18T12:11:59Z,DUPLICATE,RESOLVED,MERCHANT_WON,24.12
17151,791732,2026-03-15T07:18:23Z,2026-04-01T07:18:23Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,11.27
17152,800408,2026-03-16T04:24:54Z,2026-04-28T04:24:54Z,FRAUD,RESOLVED,WITHDRAWN,14.83
17153,858647,2026-04-11T08:00:16Z,,FRAUD,OPEN,,89.37
17154,112841,2026-01-12T22:33:09Z,2026-02-17T22:33:09Z,FRAUD,RESOLVED,MERCHANT_WON,34.49
17155,66996,2026-01-17T16:24:44Z,2026-02-08T16:24:44Z,FRAUD,RESOLVED,WITHDRAWN,28.69
17156,326617,2026-02-15T15:32:07Z,,NOT_AS_DESCRIBED,OPEN,,18.18
17157,663058,2026-03-08T04:30:56Z,2026-04-10T04:30:56Z,FRAUD,RESOLVED,CUSTOMER_WON,23.57
17158,482549,2026-02-14T17:39:04Z,2026-03-08T17:39:04Z,CANCELLED,RESOLVED,MERCHANT_WON,25.27
17159,607886,2026-04-05T06:16:24Z,,NOT_RECEIVED,OPEN,,4.4
17160,621023,2026-04-06T01:35:14Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,18.37
17161,337342,2026-03-07T19:48:04Z,,NOT_RECEIVED,UNDER_REVIEW,,26.45
17162,234886,2026-03-06T10:22:25Z,2026-04-09T10:22:25Z,DUPLICATE,RESOLVED,MERCHANT_WON,30.23
17163,494362,2026-02-21T20:48:08Z,2026-04-21T20:48:08Z,NOT_RECEIVED,RESOLVED,WITHDRAWN,51.4
17164,442516,2026-03-06T12:21:31Z,2026-04-07T12:21:31Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,15.73
17165,23773,2026-02-02T10:54:32Z,2026-02-10T10:54:32Z,FRAUD,RESOLVED,CUSTOMER_WON,71.03
17166,593140,2026-03-23T12:36:44Z,,FRAUD,OPEN,,13.85
17167,887054,2026-04-19T10:51:41Z,2026-05-12T10:51:41Z,FRAUD,RESOLVED,MERCHANT_WON,15.39
17168,16802,2026-02-11T05:45:11Z,2026-04-02T05:45:11Z,FRAUD,RESOLVED,CUSTOMER_WON,14.25
17169,190578,2026-02-20T18:43:12Z,,FRAUD,OPEN,,17.08
17170,410686,2026-03-01T01:23:59Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,27.27
17171,233549,2026-02-13T04:08:29Z,2026-02-19T04:08:29Z,FRAUD,RESOLVED,CUSTOMER_WON,23.85
17172,354049,2026-03-15T09:31:20Z,2026-03-18T09:31:20Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,49.29
17173,215752,2026-02-01T13:06:54Z,2026-02-04T13:06:54Z,FRAUD,RESOLVED,CUSTOMER_WON,22.04
17174,874391,2026-04-15T02:33:42Z,2026-05-05T02:33:42Z,NOT_RECEIVED,RESOLVED,CHARGEBACK,14.84
17175,103283,2026-01-19T07:16:02Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,15.18
17176,934853,2026-04-09T22:27:26Z,2026-05-28T22:27:26Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,75.44
17177,864838,2026-04-06T17:07:25Z,,NOT_RECEIVED,OPEN,,51.23
17178,117402,2026-01-17T10:21:02Z,,FRAUD,UNDER_REVIEW,,9.19
17179,976467,2026-04-23T14:03:43Z,2026-05-24T14:03:43Z,CANCELLED,RESOLVED,CUSTOMER_WON,20.87
17180,689152,2026-04-03T00:32:44Z,2026-04-24T00:32:44Z,CANCELLED,RESOLVED,WITHDRAWN,25.03
17181,150929,2026-01-29T19:40:12Z,,FRAUD,UNDER_REVIEW,,63.43
17182,573249,2026-03-07T20:24:44Z,2026-04-09T20:24:44Z,FRAUD,RESOLVED,CUSTOMER_WON,87.44
17183,190128,2026-02-01T21:48:03Z,2026-03-21T21:48:03Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,10.99
17184,54943,2026-02-08T07:38:39Z,2026-02-17T07:38:39Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,7.26
17185,957069,2026-05-11T01:33:52Z,,NOT_RECEIVED,OPEN,,20.99
17186,568911,2026-03-30T23:57:57Z,2026-04-02T23:57:57Z,FRAUD,RESOLVED,CUSTOMER_WON,21.0
17187,581756,2026-03-21T23:25:49Z,2026-05-09T23:25:49Z,NOT_AS_DESCRIBED,RESOLVED,CHARGEBACK,20.74
17188,320734,2026-02-19T13:36:51Z,2026-03-26T13:36:51Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,47.42
17189,887656,2026-04-08T21:05:17Z,2026-06-02T21:05:17Z,NOT_RECEIVED,RESOLVED,CHARGEBACK,2.71
17190,371320,2026-02-13T06:31:17Z,2026-04-07T06:31:17Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,17.71
17191,592094,2026-03-22T09:37:34Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,25.92
17192,4356,2026-02-04T13:28:18Z,2026-03-13T13:28:18Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,9.12
17193,800231,2026-04-11T13:11:49Z,2026-04-15T13:11:49Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,11.35
17194,441658,2026-02-15T10:32:23Z,2026-04-03T10:32:23Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,25.46
17195,305535,2026-02-15T09:14:20Z,,FRAUD,UNDER_REVIEW,,7.03
17196,298817,2026-03-09T06:22:59Z,2026-03-14T06:22:59Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,15.03
17197,437415,2026-03-10T04:53:47Z,2026-03-15T04:53:47Z,FRAUD,RESOLVED,CUSTOMER_WON,53.2
17198,92658,2026-02-07T08:30:17Z,2026-03-07T08:30:17Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,25.1
17199,93985,2026-01-23T01:11:01Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,33.81
17200,153997,2026-02-14T13:00:00Z,2026-03-26T13:00:00Z,DUPLICATE,RESOLVED,CUSTOMER_WON,6.27
17201,707169,2026-03-21T16:52:37Z,2026-04-22T16:52:37Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,22.22
17202,438773,2026-03-05T23:44:52Z,2026-03-08T23:44:52Z,FRAUD,RESOLVED,CHARGEBACK,17.94
17203,145284,2026-02-28T14:24:35Z,,NOT_RECEIVED,OPEN,,21.82
17204,945738,2026-04-02T06:02:12Z,2026-04-25T06:02:12Z,CANCELLED,RESOLVED,CUSTOMER_WON,7.99
17205,885010,2026-04-25T17:35:42Z,2026-06-22T17:35:42Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,26.96
17206,479702,2026-03-20T02:00:08Z,2026-03-25T02:00:08Z,FRAUD,RESOLVED,MERCHANT_WON,24.33
17207,548163,2026-02-20T08:56:46Z,2026-04-01T08:56:46Z,CANCELLED,RESOLVED,WITHDRAWN,24.12
17208,490395,2026-03-14T04:34:00Z,,NOT_AS_DESCRIBED,OPEN,,8.97
17209,990933,2026-04-14T03:49:47Z,2026-06-08T03:49:47Z,FRAUD,RESOLVED,MERCHANT_WON,202.74
17210,285828,2026-02-01T17:46:38Z,2026-02-14T17:46:38Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,37.55
17211,897227,2026-05-04T06:21:25Z,,FRAUD,UNDER_REVIEW,,41.49
17212,533016,2026-03-15T04:29:09Z,2026-04-23T04:29:09Z,FRAUD,RESOLVED,CUSTOMER_WON,31.44
17213,515833,2026-03-25T11:54:44Z,,NOT_RECEIVED,OPEN,,71.02
17214,836149,2026-03-24T09:54:31Z,2026-04-16T09:54:31Z,FRAUD,RESOLVED,WITHDRAWN,19.14
17215,191862,2026-01-21T11:12:23Z,,NOT_RECEIVED,UNDER_REVIEW,,21.12
17216,618720,2026-03-23T18:55:08Z,,DUPLICATE,OPEN,,19.53
17217,894084,2026-03-23T22:58:48Z,2026-04-02T22:58:48Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,24.46
17218,105891,2026-02-25T21:08:54Z,2026-04-22T21:08:54Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,44.71
17219,227911,2026-02-28T03:02:06Z,,FRAUD,UNDER_REVIEW,,6.51
17220,241572,2026-02-25T18:00:57Z,2026-04-23T18:00:57Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,15.09
17221,359678,2026-02-27T22:29:05Z,2026-04-24T22:29:05Z,NOT_AS_DESCRIBED,RESOLVED,CHARGEBACK,15.74
17222,745933,2026-03-14T15:47:47Z,2026-04-29T15:47:47Z,DUPLICATE,RESOLVED,CUSTOMER_WON,22.66
17223,538191,2026-03-16T11:04:11Z,,NOT_AS_DESCRIBED,OPEN,,24.96
17224,818939,2026-03-27T11:56:52Z,2026-05-18T11:56:52Z,FRAUD,RESOLVED,WITHDRAWN,17.3
17225,184863,2026-02-02T05:07:15Z,2026-02-09T05:07:15Z,FRAUD,RESOLVED,MERCHANT_WON,11.25
17226,487274,2026-03-24T17:12:54Z,2026-05-17T17:12:54Z,FRAUD,RESOLVED,MERCHANT_WON,9.56
17227,839439,2026-03-27T06:54:32Z,2026-04-20T06:54:32Z,DUPLICATE,RESOLVED,CHARGEBACK,20.91
17228,673062,2026-03-11T08:52:40Z,,FRAUD,UNDER_REVIEW,,15.2
17229,205797,2026-01-28T21:00:42Z,,NOT_AS_DESCRIBED,OPEN,,0.93
17230,688675,2026-03-13T15:05:02Z,,FRAUD,OPEN,,20.79
17231,703840,2026-03-15T12:04:52Z,2026-04-19T12:04:52Z,FRAUD,RESOLVED,MERCHANT_WON,132.62
17232,738926,2026-04-17T12:52:48Z,,DUPLICATE,UNDER_REVIEW,,13.6
17233,111986,2026-01-19T15:43:25Z,2026-02-13T15:43:25Z,DUPLICATE,RESOLVED,CUSTOMER_WON,8.17
17234,263446,2026-02-19T07:39:42Z,,CANCELLED,UNDER_REVIEW,,30.8
17235,218600,2026-02-15T08:11:56Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,57.49
17236,109693,2026-01-14T01:01:01Z,,FRAUD,UNDER_REVIEW,,3.86
17237,189100,2026-01-27T22:26:32Z,,DUPLICATE,UNDER_REVIEW,,19.73
17238,893028,2026-04-06T15:03:28Z,2026-05-10T15:03:28Z,DUPLICATE,RESOLVED,CUSTOMER_WON,9.25
17239,45431,2026-01-31T09:59:52Z,,FRAUD,UNDER_REVIEW,,17.92
17240,328747,2026-02-15T17:45:51Z,,CANCELLED,OPEN,,8.16
17241,154434,2026-02-13T19:17:17Z,,CANCELLED,UNDER_REVIEW,,15.15
17242,10634,2026-02-11T15:05:58Z,,FRAUD,UNDER_REVIEW,,4.32
17243,293403,2026-02-25T13:36:43Z,2026-03-18T13:36:43Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,13.85
17244,365220,2026-02-05T01:48:16Z,,NOT_RECEIVED,OPEN,,21.17
17245,555666,2026-03-11T17:42:03Z,,FRAUD,OPEN,,16.34
17246,313337,2026-02-25T09:06:18Z,,NOT_RECEIVED,UNDER_REVIEW,,27.92
17247,870137,2026-03-27T09:05:33Z,2026-05-14T09:05:33Z,FRAUD,RESOLVED,CUSTOMER_WON,21.59
17248,100784,2026-02-07T05:17:26Z,,FRAUD,OPEN,,19.81
17249,817044,2026-04-11T06:52:21Z,2026-04-21T06:52:21Z,NOT_RECEIVED,RESOLVED,CHARGEBACK,18.81
17250,100515,2026-01-16T00:48:43Z,2026-03-07T00:48:43Z,FRAUD,RESOLVED,MERCHANT_WON,11.98
17251,761393,2026-04-24T12:05:46Z,2026-05-28T12:05:46Z,CANCELLED,RESOLVED,CHARGEBACK,80.81
17252,985419,2026-05-12T16:58:33Z,2026-06-29T16:58:33Z,FRAUD,RESOLVED,CUSTOMER_WON,16.26
17253,635068,2026-04-13T18:14:41Z,,NOT_RECEIVED,UNDER_REVIEW,,18.8
17254,626196,2026-03-29T21:43:03Z,,NOT_AS_DESCRIBED,OPEN,,75.31
17255,170387,2026-02-16T08:03:44Z,2026-03-03T08:03:44Z,DUPLICATE,RESOLVED,CHARGEBACK,9.57
17256,917722,2026-04-28T10:14:01Z,2026-05-28T10:14:01Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,6.27
17257,609692,2026-04-10T19:26:04Z,2026-05-16T19:26:04Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,10.2
17258,566906,2026-04-01T07:08:06Z,2026-04-29T07:08:06Z,CANCELLED,RESOLVED,CUSTOMER_WON,102.5
17259,911464,2026-03-28T00:33:28Z,2026-05-23T00:33:28Z,DUPLICATE,RESOLVED,MERCHANT_WON,26.83
17260,546285,2026-02-26T17:46:21Z,2026-03-21T17:46:21Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,42.78
17261,714575,2026-04-10T11:02:21Z,2026-05-11T11:02:21Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,15.42
17262,862289,2026-04-28T05:51:55Z,2026-05-29T05:51:55Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,43.45
17263,90705,2026-01-28T13:58:43Z,2026-02-27T13:58:43Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,10.43
17264,502919,2026-02-24T03:17:40Z,,FRAUD,UNDER_REVIEW,,10.65
17265,519764,2026-03-20T00:52:07Z,,NOT_RECEIVED,UNDER_REVIEW,,51.49
17266,947483,2026-05-02T05:33:04Z,,NOT_RECEIVED,UNDER_REVIEW,,11.53
17267,867494,2026-05-03T03:54:19Z,2026-06-21T03:54:19Z,DUPLICATE,RESOLVED,CUSTOMER_WON,10.37
17268,202364,2026-02-02T03:14:03Z,2026-03-07T03:14:03Z,FRAUD,RESOLVED,MERCHANT_WON,12.64
17269,877998,2026-04-01T02:39:19Z,,NOT_RECEIVED,OPEN,,41.81
17270,504890,2026-02-16T13:07:54Z,2026-03-14T13:07:54Z,FRAUD,RESOLVED,CUSTOMER_WON,28.73
17271,196578,2026-02-18T07:50:59Z,2026-04-01T07:50:59Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,27.07
17272,964106,2026-04-15T16:50:59Z,2026-06-06T16:50:59Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,30.41
17273,261580,2026-03-08T05:40:31Z,2026-04-25T05:40:31Z,FRAUD,RESOLVED,CUSTOMER_WON,8.54
17274,890808,2026-04-05T00:27:17Z,,NOT_RECEIVED,OPEN,,30.84
17275,86385,2026-02-22T06:48:13Z,2026-04-19T06:48:13Z,FRAUD,RESOLVED,CUSTOMER_WON,11.59
17276,8827,2026-02-11T09:13:31Z,2026-03-28T09:13:31Z,FRAUD,RESOLVED,CUSTOMER_WON,13.95
17277,707486,2026-04-18T17:41:13Z,,FRAUD,UNDER_REVIEW,,44.51
17278,223227,2026-03-03T04:27:53Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,12.39
17279,447796,2026-03-17T18:11:58Z,,FRAUD,UNDER_REVIEW,,21.4
17280,595372,2026-03-19T08:22:17Z,,NOT_AS_DESCRIBED,OPEN,,8.81
17281,814139,2026-03-23T06:59:37Z,2026-04-27T06:59:37Z,FRAUD,RESOLVED,CHARGEBACK,313.94
17282,105268,2026-02-05T00:04:18Z,,FRAUD,OPEN,,7.86
17283,629805,2026-04-12T10:00:56Z,,FRAUD,OPEN,,6.72
17284,77950,2026-01-19T13:13:13Z,2026-01-27T13:13:13Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,9.81
17285,126655,2026-01-15T17:43:43Z,2026-02-13T17:43:43Z,DUPLICATE,RESOLVED,CUSTOMER_WON,145.57
17286,167715,2026-02-20T10:04:52Z,2026-03-30T10:04:52Z,FRAUD,RESOLVED,MERCHANT_WON,7.95
17287,98023,2026-01-15T15:23:30Z,,FRAUD,OPEN,,30.57
17288,346758,2026-03-03T08:25:01Z,,NOT_RECEIVED,OPEN,,14.68
17289,456563,2026-03-26T22:43:31Z,2026-04-22T22:43:31Z,FRAUD,RESOLVED,CUSTOMER_WON,16.32
17290,229780,2026-03-04T10:42:08Z,2026-03-17T10:42:08Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,32.89
17291,94819,2026-02-20T10:29:28Z,2026-03-09T10:29:28Z,FRAUD,RESOLVED,WITHDRAWN,14.57
17292,24620,2026-02-06T03:54:02Z,,FRAUD,OPEN,,89.88
17293,547537,2026-02-28T03:54:44Z,2026-03-30T03:54:44Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,49.43
17294,875321,2026-04-30T05:13:06Z,2026-05-29T05:13:06Z,FRAUD,RESOLVED,CUSTOMER_WON,17.33
17295,856761,2026-04-27T07:18:47Z,,FRAUD,UNDER_REVIEW,,6.42
17296,740565,2026-04-05T18:55:13Z,2026-05-15T18:55:13Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,21.64
17297,79608,2026-01-25T05:15:21Z,,NOT_RECEIVED,OPEN,,9.95
17298,118481,2026-01-17T20:37:48Z,2026-02-17T20:37:48Z,FRAUD,RESOLVED,CUSTOMER_WON,9.3
17299,990118,2026-04-22T02:55:58Z,,FRAUD,UNDER_REVIEW,,3.82
17300,93250,2026-02-18T17:59:33Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,32.21
17301,711325,2026-03-14T02:20:12Z,2026-03-24T02:20:12Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,21.1
17302,655869,2026-04-08T18:54:51Z,,NOT_RECEIVED,UNDER_REVIEW,,13.87
17303,449514,2026-02-12T00:48:41Z,,FRAUD,UNDER_REVIEW,,17.92
17304,272199,2026-02-25T12:30:39Z,2026-04-13T12:30:39Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,27.67
17305,678427,2026-03-25T16:02:22Z,2026-04-25T16:02:22Z,NOT_RECEIVED,RESOLVED,WITHDRAWN,16.63
17306,422306,2026-03-23T13:29:07Z,2026-03-31T13:29:07Z,DUPLICATE,RESOLVED,MERCHANT_WON,5.79
17307,661415,2026-04-03T21:52:42Z,,FRAUD,OPEN,,6.46
17308,572073,2026-03-13T12:23:58Z,,DUPLICATE,UNDER_REVIEW,,13.1
17309,910466,2026-03-31T10:52:47Z,2026-04-30T10:52:47Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,34.51
17310,284024,2026-03-02T18:11:49Z,2026-03-30T18:11:49Z,FRAUD,RESOLVED,WITHDRAWN,55.41
17311,367083,2026-03-16T04:57:21Z,,FRAUD,UNDER_REVIEW,,12.89
17312,635839,2026-04-05T12:43:51Z,,FRAUD,OPEN,,18.25
17313,268695,2026-02-04T23:14:07Z,2026-04-02T23:14:07Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,18.92
17314,923792,2026-04-22T06:41:37Z,,FRAUD,UNDER_REVIEW,,18.12
17315,81022,2026-02-17T12:09:00Z,2026-02-20T12:09:00Z,FRAUD,RESOLVED,CUSTOMER_WON,20.83
17316,345140,2026-03-08T05:37:47Z,,FRAUD,OPEN,,11.08
17317,641985,2026-04-09T11:46:39Z,2026-05-13T11:46:39Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,7.63
17318,72984,2026-01-16T18:54:27Z,2026-03-06T18:54:27Z,FRAUD,RESOLVED,CUSTOMER_WON,38.95
17319,80703,2026-01-27T09:19:49Z,2026-02-07T09:19:49Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,7.58
17320,823685,2026-03-24T06:14:09Z,2026-04-27T06:14:09Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,13.07
17321,19801,2026-01-08T19:53:37Z,2026-02-25T19:53:37Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,8.01
17322,610657,2026-03-14T15:17:39Z,,NOT_RECEIVED,OPEN,,37.29
17323,317329,2026-02-05T00:16:02Z,2026-04-02T00:16:02Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,20.76
17324,115836,2026-01-14T21:17:14Z,2026-03-05T21:17:14Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,13.92
17325,601255,2026-04-09T18:54:10Z,2026-05-18T18:54:10Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,10.99
17326,822340,2026-04-24T03:28:31Z,2026-05-09T03:28:31Z,DUPLICATE,RESOLVED,CUSTOMER_WON,59.81
17327,316921,2026-02-07T09:46:15Z,,NOT_AS_DESCRIBED,OPEN,,22.76
17328,868578,2026-04-03T20:00:42Z,2026-04-18T20:00:42Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,54.02
17329,515639,2026-03-14T03:45:49Z,2026-04-11T03:45:49Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,13.09
17330,951674,2026-03-29T22:12:00Z,2026-05-24T22:12:00Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,12.52
17331,599334,2026-04-06T06:02:27Z,2026-05-25T06:02:27Z,FRAUD,RESOLVED,CUSTOMER_WON,25.52
17332,371645,2026-03-18T10:37:48Z,2026-03-21T10:37:48Z,NOT_RECEIVED,RESOLVED,WITHDRAWN,22.11
17333,255666,2026-03-06T18:31:22Z,2026-05-02T18:31:22Z,FRAUD,RESOLVED,CUSTOMER_WON,12.5
17334,648816,2026-03-20T10:25:02Z,,FRAUD,UNDER_REVIEW,,91.07
17335,876661,2026-05-02T10:27:39Z,2026-05-25T10:27:39Z,FRAUD,RESOLVED,CUSTOMER_WON,41.11
