ShipmentLineId,ShipmentId,LineNumber,SalesOrderLine,Product,OriginLocation,DestinationLocation,ShipDate,DeliveryDate,ShippedQty,CarrierName,ServiceLevel,PlannedTransitDays,ActualTransitDays,FreightCost,ShipmentStatus,DelayReason
808,500808,1,2377,110,31,13,149,157.0,1,ParcelEx,Ground,4,8.0,4.0,Delayed,Weather
809,500809,1,2378,162,32,13,125,128.0,1,LineHaulOne,Express,4,3.0,4.0,Delivered,
810,500810,1,2380,144,30,20,9,10.0,2,LineHaulOne,Ground,1,1.0,4.0,Delivered,
811,500811,1,2381,34,31,11,134,137.0,1,NorthCarrier,Ground,2,3.0,4.0,Delivered,
812,500812,1,2383,164,14,27,100,103.0,1,BlueRoad,Ground,3,3.0,4.0,Delivered,
813,500813,2,2383,164,14,27,100,104.0,1,BlueRoad,Ground,3,4.0,4.0,Delivered,
814,500814,3,2383,164,14,27,101,104.0,1,BlueRoad,Express,3,3.0,4.0,Delivered,
815,500815,1,2384,51,23,3,39,43.0,2,ParcelEx,Express,3,4.0,4.0,Delivered,
816,500816,1,2386,72,32,24,116,118.0,1,BlueRoad,Ground,2,2.0,4.0,Delivered,
817,500817,1,2387,103,9,3,129,134.0,1,LineHaulOne,Express,4,5.0,4.0,Delivered,
818,500818,1,2390,44,23,8,45,47.0,2,NorthCarrier,Economy,3,2.0,4.0,Delivered,
819,500819,1,2391,105,25,27,55,61.0,2,LineHaulOne,Ground,5,6.0,4.16,Delayed,Customs
820,500820,1,2397,109,18,16,156,162.0,1,LineHaulOne,Ground,5,6.0,4.0,Delayed,Customs
821,500821,1,2399,172,5,3,41,47.0,1,ParcelEx,Ground,5,6.0,4.0,Delivered,
822,500822,1,2403,118,31,37,154,156.0,2,NorthCarrier,Ground,2,2.0,4.0,Delivered,
823,500823,1,2405,95,18,33,85,91.0,2,ParcelEx,Ground,5,6.0,4.0,Delivered,
824,500824,1,2407,123,23,3,86,87.0,2,NorthCarrier,Ground,2,1.0,4.0,Delivered,
825,500825,1,2417,125,14,3,48,50.0,1,LineHaulOne,Express,2,2.0,4.0,Delivered,
826,500826,1,2420,127,31,27,165,166.0,1,NorthCarrier,Express,2,1.0,4.0,Delivered,
827,500827,1,2424,200,30,3,88,89.0,1,BlueRoad,Ground,2,1.0,4.0,Delivered,
828,500828,1,2426,168,9,27,180,180.0,2,BlueRoad,Express,1,1.0,4.0,Delivered,
829,500829,1,2427,174,14,27,91,98.0,1,LineHaulOne,Ground,3,7.0,4.0,Delayed,HubCongestion
830,500830,2,2427,174,14,27,91,92.0,2,ParcelEx,Ground,2,1.0,4.0,Delivered,
831,500831,1,2428,101,14,16,145,149.0,3,NorthCarrier,Ground,4,4.0,4.3,Delivered,
832,500832,1,2429,40,5,37,105,106.0,2,LineHaulOne,Express,1,1.0,4.0,Delivered,
833,500833,1,2430,49,32,20,71,76.0,1,LineHaulOne,Economy,4,5.0,4.0,Delivered,
834,500834,2,2430,49,32,20,70,74.0,1,NorthCarrier,Ground,3,4.0,4.0,Delivered,
835,500835,3,2430,49,32,20,71,72.0,1,LineHaulOne,Ground,2,1.0,4.0,Delivered,
836,500836,1,2434,45,30,24,175,180.0,1,LineHaulOne,Ground,4,5.0,4.0,Delivered,
837,500837,2,2434,45,30,24,176,180.0,1,LineHaulOne,Ground,3,4.0,4.0,Delivered,
838,500838,1,2438,56,18,27,145,150.0,1,LineHaulOne,Express,4,5.0,4.0,Delivered,
839,500839,1,2440,128,18,13,163,165.0,1,NorthCarrier,Ground,3,2.0,4.0,Delivered,
840,500840,1,2442,46,18,2,62,66.0,2,LineHaulOne,Economy,4,4.0,4.0,Delivered,
841,500841,1,2443,169,18,35,38,41.0,1,ParcelEx,Ground,3,3.0,4.0,Delivered,
842,500842,1,2445,22,14,38,77,83.0,1,NorthCarrier,Express,5,6.0,4.0,Delivered,
843,500843,1,2446,162,25,8,119,120.0,1,BlueRoad,Ground,1,1.0,4.0,Delivered,
844,500844,1,2447,29,30,28,46,50.0,1,LineHaulOne,Ground,3,4.0,4.0,Delivered,
845,500845,2,2447,29,30,28,47,50.0,1,LineHaulOne,Express,2,3.0,4.0,Delivered,
846,500846,1,2452,64,5,16,3,4.0,1,BlueRoad,Express,2,1.0,4.0,Delivered,
847,500847,1,2454,44,1,16,173,178.0,1,BlueRoad,Ground,4,5.0,4.0,Delivered,
848,500848,1,2458,125,5,40,180,180.0,2,ParcelEx,Express,2,1.0,4.0,Delivered,
849,500849,2,2458,125,5,40,180,180.0,3,ParcelEx,Ground,2,3.0,5.71,Delivered,
850,500850,1,2461,114,25,24,167,172.0,1,NorthCarrier,Ground,4,5.0,4.0,Delivered,
851,500851,1,2466,66,32,24,46,48.0,1,LineHaulOne,Ground,2,2.0,4.0,Delivered,
852,500852,1,2469,36,25,24,20,25.0,1,NorthCarrier,Ground,5,5.0,4.0,Delivered,
853,500853,1,2470,70,32,10,41,44.0,1,BlueRoad,Ground,2,3.0,4.0,Delivered,
854,500854,1,2473,83,32,16,82,83.0,4,LineHaulOne,Ground,1,1.0,5.66,Delivered,
855,500855,1,2474,98,9,10,145,151.0,1,NorthCarrier,Ground,5,6.0,4.0,Delivered,
856,500856,1,2478,11,32,7,95,96.0,1,NorthCarrier,Economy,1,1.0,4.0,Delivered,
857,500857,1,2482,131,30,3,127,129.0,3,BlueRoad,Ground,3,2.0,4.72,Delivered,
858,500858,1,2485,176,30,20,166,172.0,1,ParcelEx,Ground,5,6.0,4.0,Delivered,
859,500859,2,2485,176,30,20,166,170.0,1,LineHaulOne,Express,4,4.0,4.0,Delivered,
860,500860,1,2487,39,30,16,104,110.0,1,NorthCarrier,Economy,5,6.0,4.0,Delivered,
861,500861,1,2489,161,1,36,109,112.0,1,BlueRoad,Express,4,3.0,4.0,Delivered,
862,500862,1,2500,104,9,27,158,161.0,1,ParcelEx,Ground,1,3.0,4.0,Delayed,HubCongestion
863,500863,1,2503,112,9,27,167,170.0,1,LineHaulOne,Ground,3,3.0,4.0,Delivered,
864,500864,1,2505,171,18,28,180,180.0,4,NorthCarrier,Ground,4,5.0,5.98,Delivered,
865,500865,1,2508,2,25,16,15,19.0,2,ParcelEx,Ground,5,4.0,4.0,Delivered,
866,500866,1,2511,90,32,12,8,11.0,1,ParcelEx,Ground,2,3.0,4.0,Delivered,
867,500867,1,2512,179,32,33,161,162.0,1,ParcelEx,Ground,1,1.0,4.0,Delivered,
868,500868,1,2513,109,23,24,5,8.0,1,ParcelEx,Ground,3,3.0,4.0,Delivered,
869,500869,2,2513,109,23,24,5,8.0,1,BlueRoad,Ground,3,3.0,4.0,Delivered,
870,500870,1,2520,107,5,27,76,82.0,2,ParcelEx,Ground,5,6.0,4.0,Delivered,
871,500871,1,2537,187,18,3,102,103.0,1,BlueRoad,Express,1,1.0,4.0,Delivered,
872,500872,1,2540,187,31,16,96,98.0,1,BlueRoad,Express,2,2.0,4.0,Delivered,
873,500873,1,2544,135,1,24,48,52.0,1,LineHaulOne,Ground,4,4.0,4.0,Delivered,
874,500874,1,2547,93,30,37,122,125.0,1,BlueRoad,Ground,2,3.0,4.0,Delivered,
875,500875,1,2548,123,25,3,33,35.0,1,ParcelEx,Ground,2,2.0,4.0,Delivered,
876,500876,1,2553,166,32,24,132,138.0,1,ParcelEx,Express,5,6.0,4.0,Delivered,
877,500877,2,2553,166,32,24,132,136.0,1,BlueRoad,Ground,3,4.0,4.0,Delivered,
878,500878,1,2563,104,23,22,133,137.0,3,LineHaulOne,Ground,3,4.0,4.24,Delivered,
879,500879,1,2568,142,25,3,114,116.0,1,NorthCarrier,Ground,2,2.0,4.0,Delivered,
880,500880,1,2570,181,1,37,42,44.0,1,LineHaulOne,Ground,2,2.0,4.0,Delivered,
881,500881,1,2578,195,18,27,28,31.0,2,NorthCarrier,Ground,2,3.0,4.0,Delivered,
882,500882,1,2579,189,30,16,60,64.0,1,ParcelEx,Express,3,4.0,4.0,Delivered,
883,500883,1,2592,140,14,21,5,6.0,1,ParcelEx,Ground,1,1.0,4.0,Delivered,
884,500884,1,2593,65,18,7,19,23.0,2,LineHaulOne,Ground,5,4.0,4.0,Delivered,
885,500885,1,2597,5,14,36,95,98.0,1,NorthCarrier,Express,4,3.0,4.0,Delivered,
886,500886,1,2598,155,1,27,175,179.0,1,ParcelEx,Ground,4,4.0,4.0,Delivered,
887,500887,1,2599,98,18,35,67,69.0,1,ParcelEx,Express,1,2.0,4.0,Delivered,
888,500888,1,2616,75,25,24,36,39.0,1,ParcelEx,Ground,4,3.0,4.0,Delivered,
889,500889,1,2624,108,18,8,12,18.0,1,BlueRoad,Ground,5,6.0,4.0,Delivered,
890,500890,1,2625,153,5,8,144,147.0,1,LineHaulOne,Ground,4,3.0,4.0,Delivered,
891,500891,1,2629,10,32,2,17,22.0,3,ParcelEx,Express,4,5.0,4.0,Delivered,
892,500892,1,2635,101,18,16,40,45.0,1,NorthCarrier,Express,4,5.0,4.0,Delivered,
893,500893,1,2639,85,9,40,9,10.0,1,ParcelEx,Economy,1,1.0,4.0,Delivered,
894,500894,1,2643,180,25,40,4,7.0,1,LineHaulOne,Express,3,3.0,4.0,Delivered,
895,500895,1,2645,129,14,35,87,89.0,1,BlueRoad,Ground,3,2.0,4.0,Delivered,
896,500896,1,2646,117,9,16,135,137.0,2,LineHaulOne,Ground,3,2.0,4.0,Delivered,
897,500897,1,2648,185,31,2,42,47.0,1,ParcelEx,Ground,4,5.0,4.0,Delivered,
898,500898,1,2649,167,30,27,96,101.0,1,NorthCarrier,Ground,5,5.0,4.0,Delivered,
899,500899,1,2650,82,5,13,35,37.0,2,ParcelEx,Ground,1,2.0,4.0,Delivered,
900,500900,1,2651,24,32,7,164,171.0,2,BlueRoad,Ground,4,7.0,4.0,Delayed,Capacity
901,500901,1,2666,90,32,24,105,106.0,2,LineHaulOne,Express,1,1.0,4.0,Delivered,
902,500902,1,2669,129,32,36,155,160.0,1,BlueRoad,Ground,4,5.0,4.0,Delivered,
903,500903,1,2670,107,14,27,158,166.0,2,BlueRoad,Ground,5,8.0,4.0,Delayed,Customs
904,500904,1,2684,188,1,3,59,60.0,1,LineHaulOne,Ground,1,1.0,4.0,Delivered,
905,500905,1,2685,121,23,34,166,168.0,1,ParcelEx,Economy,3,2.0,4.0,Delivered,
906,500906,2,2685,121,23,34,166,172.0,1,NorthCarrier,Express,5,6.0,4.0,Delivered,
907,500907,1,2691,173,25,22,132,139.0,2,ParcelEx,Economy,4,7.0,4.0,Delayed,Weather
908,500908,1,2693,198,25,35,70,73.0,1,ParcelEx,Economy,2,3.0,4.0,Delivered,
909,500909,2,2693,198,25,35,71,75.0,1,LineHaulOne,Ground,3,4.0,4.0,Delivered,
910,500910,1,2694,78,9,27,144,147.0,7,ParcelEx,Economy,2,3.0,11.34,Delayed,Customs
911,500911,1,2703,37,25,28,33,35.0,2,LineHaulOne,Ground,3,2.0,4.0,Delivered,
912,500912,1,2704,165,5,24,148,154.0,2,ParcelEx,Ground,5,6.0,4.0,Delivered,
913,500913,1,2705,130,23,3,159,161.0,1,LineHaulOne,Ground,2,2.0,4.0,Delivered,
914,500914,1,2707,200,14,39,165,167.0,1,NorthCarrier,Economy,2,2.0,4.0,Delivered,
915,500915,1,2711,188,30,35,174,176.0,1,ParcelEx,Ground,3,2.0,4.0,Delivered,
916,500916,1,2716,69,5,21,130,133.0,4,BlueRoad,Ground,3,3.0,4.0,Delivered,
917,500917,1,2717,35,23,27,28,33.0,3,LineHaulOne,Express,5,5.0,5.03,Delivered,
918,500918,1,2718,199,14,13,24,25.0,1,BlueRoad,Economy,1,1.0,4.0,Delivered,
919,500919,1,2719,12,9,39,99,104.0,1,LineHaulOne,Economy,4,5.0,4.0,Delivered,
920,500920,1,2720,144,1,24,153,157.0,1,ParcelEx,Economy,3,4.0,4.0,Delivered,
921,500921,1,2723,62,30,38,70,76.0,1,LineHaulOne,Economy,5,6.0,4.0,Delivered,
922,500922,1,2726,107,23,16,172,175.0,1,NorthCarrier,Express,3,3.0,4.0,Delivered,
923,500923,1,2727,90,5,2,95,97.0,1,ParcelEx,Economy,1,2.0,4.0,Delivered,
924,500924,1,2728,163,23,38,70,73.0,1,ParcelEx,Ground,3,3.0,4.0,Delivered,
925,500925,1,2737,93,5,13,39,47.0,1,BlueRoad,Ground,5,8.0,4.0,Lost,Capacity
926,500926,1,2740,181,23,3,151,156.0,1,NorthCarrier,Ground,5,5.0,4.0,Delivered,
927,500927,1,2742,106,5,16,84,85.0,1,NorthCarrier,Economy,1,1.0,4.0,Delivered,
928,500928,1,2743,70,32,28,9,14.0,1,BlueRoad,Ground,4,5.0,4.0,Delivered,
929,500929,1,2744,93,9,12,115,120.0,2,ParcelEx,Ground,5,5.0,4.0,Delivered,
930,500930,1,2747,4,32,40,52,55.0,1,ParcelEx,Ground,4,3.0,4.0,Delivered,
931,500931,1,2748,75,25,27,126,130.0,1,LineHaulOne,Ground,3,4.0,4.0,Delivered,
932,500932,1,2749,132,30,12,20,24.0,2,LineHaulOne,Economy,3,4.0,4.0,Delivered,
933,500933,1,2750,35,23,33,142,145.0,2,BlueRoad,Ground,3,3.0,4.02,Delivered,
934,500934,1,2751,195,5,22,89,93.0,1,ParcelEx,Ground,3,4.0,4.0,Delayed,HubCongestion
935,500935,1,2752,40,14,35,97,98.0,1,ParcelEx,Ground,2,1.0,4.0,Delivered,
936,500936,1,2753,128,14,33,89,92.0,1,NorthCarrier,Ground,3,3.0,4.0,Delivered,
937,500937,2,2753,128,14,33,89,92.0,3,NorthCarrier,Ground,3,3.0,4.0,Delivered,
938,500938,1,2760,19,25,27,7,11.0,1,LineHaulOne,Ground,4,4.0,4.0,Delivered,
939,500939,1,2761,109,5,10,21,22.0,1,NorthCarrier,Ground,1,1.0,4.0,Delivered,
940,500940,1,2766,136,14,2,165,166.0,1,ParcelEx,Economy,1,1.0,4.0,Delivered,
941,500941,1,2767,159,32,29,45,46.0,1,NorthCarrier,Express,1,1.0,4.0,Delivered,
942,500942,1,2770,71,23,11,178,179.0,1,LineHaulOne,Ground,1,1.0,4.0,Delivered,
943,500943,1,2771,71,25,16,148,153.0,1,NorthCarrier,Ground,4,5.0,4.0,Delivered,
944,500944,1,2776,10,5,13,27,29.0,1,ParcelEx,Economy,3,2.0,4.0,Delivered,
945,500945,2,2776,10,5,13,28,30.0,1,NorthCarrier,Ground,1,2.0,4.0,Delivered,
946,500946,1,2778,83,31,28,11,13.0,1,LineHaulOne,Ground,1,2.0,4.0,Delivered,
947,500947,1,2787,163,14,13,140,143.0,1,ParcelEx,Ground,2,3.0,4.0,Delivered,
948,500948,1,2791,135,1,36,11,12.0,2,ParcelEx,Ground,2,1.0,4.0,Delivered,
949,500949,2,2791,135,1,36,12,13.0,2,NorthCarrier,Economy,2,1.0,4.0,Delivered,
950,500950,1,2792,197,1,27,57,61.0,2,BlueRoad,Ground,3,4.0,4.0,Delivered,
951,500951,1,2796,8,18,29,170,175.0,1,LineHaulOne,Express,5,5.0,4.0,Delivered,
952,500952,1,2799,37,14,12,109,110.0,1,LineHaulOne,Express,2,1.0,4.0,Delivered,
953,500953,1,2805,111,32,29,55,57.0,1,BlueRoad,Ground,2,2.0,4.0,Delivered,
954,500954,1,2807,141,32,28,155,156.0,1,BlueRoad,Ground,1,1.0,4.0,Delivered,
955,500955,1,2812,50,14,11,41,46.0,1,LineHaulOne,Ground,4,5.0,4.0,Delivered,
956,500956,1,2814,43,1,16,161,164.0,2,NorthCarrier,Express,3,3.0,4.0,Delivered,
957,500957,1,2817,92,5,40,110,115.0,2,ParcelEx,Ground,4,5.0,4.0,Delivered,
958,500958,1,2822,181,1,24,103,105.0,1,LineHaulOne,Express,3,2.0,4.0,Delivered,
959,500959,1,2823,77,23,24,138,143.0,1,NorthCarrier,Economy,4,5.0,4.0,Delivered,
960,500960,1,2824,115,30,39,178,180.0,1,NorthCarrier,Ground,4,5.0,4.0,Delivered,
961,500961,1,2832,194,30,16,87,91.0,1,NorthCarrier,Economy,5,4.0,4.0,Delivered,
962,500962,1,2836,135,23,27,31,34.0,1,LineHaulOne,Ground,3,3.0,4.0,Delivered,
963,500963,1,2839,177,23,24,122,126.0,2,NorthCarrier,Ground,3,4.0,4.0,Delivered,
964,500964,1,2844,33,31,24,159,161.0,1,ParcelEx,Economy,1,2.0,4.0,Delivered,
965,500965,1,2850,84,31,16,163,167.0,1,LineHaulOne,Ground,5,4.0,4.0,Delivered,
966,500966,1,2852,88,31,36,57,63.0,1,BlueRoad,Ground,5,6.0,4.0,Delayed,Weather
967,500967,1,2858,101,9,3,159,162.0,1,ParcelEx,Ground,4,3.0,4.0,Delivered,
968,500968,1,2862,35,31,3,75,77.0,1,NorthCarrier,Ground,3,2.0,4.0,Delivered,
969,500969,1,2864,14,18,2,119,120.0,1,NorthCarrier,Ground,1,1.0,4.0,Delivered,
970,500970,1,2866,99,5,3,20,22.0,1,NorthCarrier,Economy,3,2.0,4.0,Delivered,
971,500971,1,2871,128,1,27,63,66.0,1,NorthCarrier,Express,2,3.0,4.0,Delivered,
972,500972,2,2871,128,1,27,62,63.0,1,LineHaulOne,Ground,1,1.0,4.0,Delivered,
973,500973,1,2873,8,9,13,41,44.0,4,NorthCarrier,Ground,4,3.0,6.09,Delivered,
974,500974,1,2877,90,9,16,141,142.0,1,BlueRoad,Ground,1,1.0,4.0,Delivered,
975,500975,1,2881,174,30,16,143,148.0,2,ParcelEx,Ground,4,5.0,4.0,Delivered,
976,500976,1,2885,154,31,37,127,131.0,1,LineHaulOne,Ground,4,4.0,4.0,Delivered,
977,500977,1,2886,72,25,7,106,110.0,1,BlueRoad,Ground,5,4.0,4.0,Delivered,
978,500978,1,2887,180,31,24,142,146.0,1,NorthCarrier,Express,3,4.0,4.0,Delivered,
979,500979,1,2889,151,5,27,30,34.0,1,NorthCarrier,Express,5,4.0,4.0,Delivered,
980,500980,1,2892,29,32,24,135,138.0,1,LineHaulOne,Express,3,3.0,4.0,Delivered,
981,500981,1,2899,153,32,24,78,79.0,3,NorthCarrier,Express,1,1.0,4.59,Delivered,
982,500982,1,2904,128,23,34,43,44.0,1,LineHaulOne,Express,1,1.0,4.0,Delivered,
983,500983,1,2905,114,30,27,78,79.0,1,LineHaulOne,Ground,1,1.0,4.0,Delivered,
984,500984,1,2906,9,32,16,149,150.0,1,ParcelEx,Express,1,1.0,4.0,Delivered,
985,500985,1,2909,81,30,22,130,133.0,1,LineHaulOne,Ground,2,3.0,4.0,Delivered,
986,500986,1,2910,115,9,40,169,172.0,1,NorthCarrier,Ground,4,3.0,4.0,Delivered,
987,500987,1,2911,169,23,33,44,48.0,3,NorthCarrier,Economy,5,4.0,4.0,Delivered,
988,500988,1,2912,3,1,24,86,91.0,1,BlueRoad,Ground,5,5.0,4.0,Delivered,
989,500989,2,2912,3,1,24,86,95.0,1,ParcelEx,Ground,5,9.0,4.0,Delayed,Customs
990,500990,3,2912,3,1,24,85,89.0,1,LineHaulOne,Ground,5,4.0,4.0,Delivered,
991,500991,1,2914,127,23,27,172,177.0,1,BlueRoad,Ground,4,5.0,4.0,Delivered,
992,500992,2,2914,127,23,27,172,175.0,1,NorthCarrier,Ground,3,3.0,4.0,Delivered,
993,500993,1,2929,128,23,16,69,72.0,1,NorthCarrier,Economy,2,3.0,4.0,Delivered,
994,500994,1,2930,31,23,3,60,62.0,1,BlueRoad,Ground,1,2.0,4.0,Delivered,
995,500995,1,2934,174,18,37,168,173.0,1,NorthCarrier,Ground,4,5.0,4.0,Delayed,Weather
996,500996,1,2936,14,31,27,67,68.0,1,NorthCarrier,Ground,1,1.0,4.0,Delivered,
997,500997,1,2937,39,5,27,50,54.0,1,BlueRoad,Express,3,4.0,4.0,Delivered,
998,500998,1,2943,73,32,24,52,53.0,1,LineHaulOne,Ground,1,1.0,4.0,Delivered,
999,500999,1,2945,156,5,34,31,40.0,1,BlueRoad,Ground,5,9.0,4.0,Delayed,Customs
1000,501000,1,2949,116,14,10,96,99.0,1,NorthCarrier,Ground,4,3.0,4.0,Delivered,
1001,501001,1,2950,40,23,13,89,90.0,1,LineHaulOne,Ground,1,1.0,4.0,Delivered,
1002,501002,1,2953,128,30,39,39,40.0,3,NorthCarrier,Ground,1,1.0,5.62,Delivered,
1003,501003,1,2954,134,14,2,62,66.0,3,NorthCarrier,Express,4,4.0,4.64,Delivered,
1004,501004,1,2955,140,32,8,159,161.0,1,LineHaulOne,Economy,3,2.0,4.0,Delivered,
1005,501005,1,2957,166,30,8,48,55.0,2,LineHaulOne,Economy,3,7.0,4.0,Delayed,Customs
1006,501006,1,2962,199,31,8,111,112.0,1,ParcelEx,Ground,1,1.0,4.0,Delivered,
1007,501007,1,2965,65,14,39,119,122.0,1,BlueRoad,Economy,2,3.0,4.0,Delivered,
1008,501008,1,2968,102,9,13,180,180.0,1,NorthCarrier,Economy,2,3.0,4.0,Delivered,
1009,501009,1,2969,43,32,22,93,99.0,1,NorthCarrier,Ground,5,6.0,4.0,Delivered,
1010,501010,1,2970,46,18,33,79,84.0,1,NorthCarrier,Ground,4,5.0,4.0,Delayed,Capacity
1011,501011,1,2971,169,30,27,154,155.0,3,LineHaulOne,Ground,2,1.0,4.0,Delivered,
1012,501012,1,2972,131,30,16,44,49.0,1,ParcelEx,Ground,4,5.0,4.0,Delivered,
1013,501013,1,2976,151,9,28,9,10.0,1,BlueRoad,Ground,2,1.0,4.0,Delivered,
1014,501014,1,2977,5,25,24,67,72.0,2,LineHaulOne,Ground,4,5.0,4.0,Delayed,HubCongestion
1015,501015,1,2979,66,30,36,120,121.0,2,ParcelEx,Ground,2,1.0,4.0,Delivered,
1016,501016,1,2981,166,1,3,123,128.0,1,NorthCarrier,Ground,4,5.0,4.0,Delivered,
1017,501017,1,2997,158,9,20,94,96.0,2,LineHaulOne,Ground,1,2.0,4.0,Delivered,
1018,501018,2,2997,158,9,20,94,98.0,1,NorthCarrier,Express,5,4.0,4.0,Delivered,
1019,501019,3,2997,158,9,20,94,98.0,1,BlueRoad,Ground,5,4.0,4.0,Delivered,
1020,501020,1,2998,50,14,28,36,45.0,2,NorthCarrier,Express,5,9.0,4.0,Delayed,Weather
1021,501021,1,2999,118,1,27,95,97.0,1,BlueRoad,Ground,1,2.0,4.0,Delivered,
