PurchaseOrderLineId,PurchaseOrderId,LineNumber,Supplier,Product,ShipFromLocation,DeliverToLocation,OrderDate,ExpectedReceiptDate,ReceiptDate,OrderedQty,ReceivedQty,UnitPurchaseCost,Status,CancelReason,PlannedLeadTimeDays,ActualLeadTimeDays
941,200545,1,37,176,19,5,110,119,121.0,44,27,10.21,PartReceived,,9,11.0
942,200546,1,12,71,17,25,42,59,58.0,34,32,21.5,PartReceived,,17,16.0
943,200547,1,4,77,19,14,70,77,,70,0,5.72,Cancelled,SupplierIssue,7,
944,200548,1,40,6,17,25,180,180,179.0,130,127,5.67,PartReceived,,13,0.0
945,200548,2,2,159,19,1,174,180,180.0,64,37,4.2,PartReceived,,6,6.0
946,200549,1,21,114,19,18,77,91,90.0,120,114,7.24,PartReceived,,14,13.0
947,200550,1,27,85,17,14,178,180,180.0,22,21,11.75,PartReceived,,6,2.0
948,200551,1,47,192,6,18,119,134,136.0,20,19,4.2,PartReceived,,15,17.0
949,200552,1,32,181,26,5,28,46,47.0,76,73,18.27,PartReceived,,18,19.0
950,200552,2,44,156,15,32,74,79,81.0,22,21,3.88,PartReceived,,5,7.0
951,200552,3,55,59,4,9,142,145,144.0,40,39,3.76,PartReceived,,3,2.0
952,200552,4,30,95,19,32,40,55,57.0,101,97,20.53,PartReceived,,15,17.0
953,200553,1,56,74,4,14,34,48,50.0,26,25,6.86,PartReceived,,14,16.0
954,200554,1,60,57,15,23,45,47,48.0,60,59,7.75,PartReceived,,2,3.0
955,200555,1,57,20,6,1,77,87,88.0,80,79,5.98,PartReceived,,10,11.0
956,200556,1,57,141,6,31,8,27,27.0,65,42,13.2,PartReceived,,19,19.0
957,200556,2,46,145,15,18,144,160,159.0,84,83,10.87,PartReceived,,16,15.0
958,200556,3,31,173,15,30,81,88,88.0,124,121,10.56,PartReceived,,7,7.0
959,200556,4,18,77,15,14,140,142,144.0,30,28,3.94,PartReceived,,2,4.0
960,200557,1,22,54,15,14,179,180,179.0,26,25,3.2,PartReceived,,6,0.0
961,200558,1,9,178,6,18,28,47,46.0,35,34,7.19,PartReceived,,19,18.0
962,200559,1,3,47,17,9,53,68,67.0,22,21,5.35,PartReceived,,15,14.0
963,200559,2,3,137,17,18,160,176,177.0,72,70,8.52,PartReceived,,16,17.0
964,200560,1,2,194,19,9,66,80,79.0,24,23,9.87,PartReceived,,14,13.0
965,200560,2,56,196,4,5,73,81,80.0,61,59,4.52,PartReceived,,8,7.0
966,200561,1,8,189,15,9,141,157,158.0,44,36,4.09,PartReceived,,16,17.0
967,200562,1,36,5,6,5,116,125,124.0,60,58,9.97,PartReceived,,9,8.0
968,200563,1,57,30,6,30,76,92,92.0,108,105,7.01,PartReceived,,16,16.0
969,200564,1,35,24,15,1,31,39,42.0,115,112,7.28,PartReceived,,8,11.0
970,200565,1,56,86,4,23,68,79,89.0,43,42,8.62,PartReceived,,11,21.0
971,200566,1,26,99,15,30,162,174,174.0,90,87,6.75,PartReceived,,12,12.0
972,200567,1,8,105,15,23,103,124,123.0,20,9,4.67,PartReceived,,21,20.0
973,200568,1,39,176,4,9,33,52,53.0,70,40,5.05,PartReceived,,19,20.0
974,200569,1,56,86,4,14,138,149,152.0,43,41,8.36,PartReceived,,11,14.0
975,200570,1,6,187,6,1,145,163,163.0,80,78,7.17,PartReceived,,18,18.0
976,200571,1,39,29,4,18,175,179,180.0,36,34,10.55,PartReceived,,4,5.0
977,200572,1,8,105,15,25,143,164,164.0,14,13,4.63,PartReceived,,21,21.0
978,200572,2,7,49,6,14,117,131,,12,0,8.3,Cancelled,SupplierIssue,14,
979,200573,1,34,41,6,31,2,8,7.0,110,108,8.02,PartReceived,,6,5.0
980,200574,1,31,126,15,18,97,105,104.0,14,13,8.72,PartReceived,,8,7.0
981,200575,1,37,24,19,25,159,173,175.0,90,60,8.25,PartReceived,,14,16.0
982,200576,1,37,130,19,30,125,134,134.0,11,10,19.21,PartReceived,,9,9.0
983,200576,2,31,72,15,5,35,44,45.0,80,76,5.37,PartReceived,,9,10.0
984,200576,3,5,95,4,9,134,151,152.0,104,100,5.14,PartReceived,,17,18.0
985,200577,1,8,100,15,32,3,11,13.0,18,15,3.39,PartReceived,,8,10.0
986,200578,1,44,116,15,9,165,170,171.0,40,39,6.95,PartReceived,,5,6.0
987,200578,2,25,70,17,5,62,83,88.0,44,43,3.79,PartReceived,,21,26.0
988,200578,3,11,108,6,25,16,18,17.0,40,39,8.46,PartReceived,,2,1.0
989,200579,1,21,117,19,18,148,156,155.0,26,25,5.02,PartReceived,,8,7.0
990,200579,2,49,71,4,30,134,152,156.0,102,101,9.55,PartReceived,,18,22.0
991,200580,1,24,29,26,25,121,133,135.0,45,43,5.13,PartReceived,,12,14.0
992,200581,1,24,53,26,32,159,173,178.0,104,101,7.77,PartReceived,,14,19.0
993,200582,1,37,78,19,14,39,58,57.0,12,11,9.03,PartReceived,,19,18.0
994,200583,1,36,5,6,14,121,130,129.0,48,47,10.14,PartReceived,,9,8.0
995,200583,2,1,152,19,9,5,9,8.0,66,45,11.57,PartReceived,,4,3.0
996,200583,3,36,123,6,31,89,110,116.0,70,66,7.38,PartReceived,,21,27.0
997,200584,1,7,138,6,32,3,17,26.0,125,121,5.1,PartReceived,,14,23.0
998,200585,1,56,16,4,32,120,128,127.0,30,29,6.2,PartReceived,,8,7.0
999,200585,2,54,84,4,18,111,115,115.0,46,44,15.4,PartReceived,,4,4.0
1000,200586,1,16,88,6,9,45,60,62.0,64,63,14.2,PartReceived,,15,17.0
1001,200587,1,38,104,15,18,35,45,52.0,32,31,25.12,PartReceived,,10,17.0
1002,200587,2,4,143,19,1,155,165,172.0,24,22,7.69,PartReceived,,10,17.0
1003,200588,1,50,119,26,30,5,11,12.0,45,44,13.8,PartReceived,,6,7.0
1004,200589,1,50,85,26,30,111,113,112.0,46,45,7.9,PartReceived,,2,1.0
1005,200589,2,50,167,26,25,128,130,132.0,40,38,5.24,PartReceived,,2,4.0
1006,200589,3,29,1,26,9,91,94,96.0,60,57,6.2,PartReceived,,3,5.0
1007,200590,1,7,185,6,32,81,98,98.0,75,72,5.44,PartReceived,,17,17.0
1008,200591,1,3,170,17,23,42,56,57.0,25,17,7.32,PartReceived,,14,15.0
1009,200591,2,12,114,17,23,161,176,177.0,41,39,5.24,PartReceived,,15,16.0
1010,200592,1,12,71,17,9,61,78,78.0,22,11,21.45,PartReceived,,17,17.0
1011,200593,1,36,135,6,32,128,143,145.0,48,45,7.03,PartReceived,,15,17.0
1012,200594,1,44,111,15,14,178,180,179.0,21,20,6.98,PartReceived,,4,1.0
1013,200594,2,41,147,26,9,171,180,180.0,50,47,8.71,PartReceived,,19,9.0
1014,200594,3,8,121,15,30,150,163,164.0,40,39,6.42,PartReceived,,13,14.0
1015,200594,4,7,64,6,9,117,131,,64,0,13.58,Cancelled,DataError,14,
1016,200594,5,40,169,17,30,32,39,41.0,110,107,10.24,PartReceived,,7,9.0
1017,200594,6,39,94,4,31,104,114,114.0,20,19,8.14,PartReceived,,10,10.0
1018,200595,1,52,51,19,9,39,51,50.0,23,22,5.34,PartReceived,,12,11.0
1019,200596,1,7,179,6,32,36,55,58.0,125,124,4.4,PartReceived,,19,22.0
1020,200597,1,52,177,19,25,82,95,97.0,22,21,6.21,PartReceived,,13,15.0
1021,200598,1,1,83,19,9,170,174,175.0,64,61,12.43,PartReceived,,4,5.0
1022,200598,2,28,200,19,9,156,172,174.0,50,48,12.15,PartReceived,,16,18.0
1023,200599,1,40,6,17,9,46,59,58.0,105,102,5.49,PartReceived,,13,12.0
1024,200600,1,51,13,6,14,40,42,42.0,30,29,18.41,PartReceived,,2,2.0
1025,200601,1,29,173,26,1,111,126,,20,0,7.64,Cancelled,DemandDrop,15,
1026,200601,2,50,130,26,31,109,128,127.0,60,57,9.01,PartReceived,,19,18.0
1027,200602,1,4,186,19,18,29,50,51.0,40,33,6.41,PartReceived,,21,22.0
1028,200603,1,6,187,6,32,48,66,67.0,80,54,7.11,PartReceived,,18,19.0
1029,200603,2,30,69,19,18,24,26,25.0,15,14,6.9,PartReceived,,2,1.0
1030,200604,1,42,120,6,18,39,57,58.0,40,39,5.19,PartReceived,,18,19.0
1031,200604,2,38,104,15,31,110,120,121.0,32,31,24.58,PartReceived,,10,11.0
1032,200605,1,46,80,15,31,114,127,129.0,34,33,7.67,PartReceived,,13,15.0
1033,200605,2,46,101,15,14,128,137,137.0,34,33,6.25,PartReceived,,9,9.0
1034,200606,1,44,122,15,9,31,51,53.0,60,58,6.44,PartReceived,,20,22.0
1035,200607,1,53,147,19,5,123,136,136.0,61,59,5.82,PartReceived,,13,13.0
1036,200608,1,18,114,15,23,148,151,151.0,28,26,6.87,PartReceived,,3,3.0
1037,200608,2,19,10,6,14,43,56,55.0,44,42,4.18,PartReceived,,13,12.0
1038,200609,1,52,95,19,31,95,103,111.0,12,7,3.12,PartReceived,,8,16.0
1039,200610,1,60,186,15,1,139,148,147.0,35,29,6.12,PartReceived,,9,8.0
1040,200611,1,27,102,17,32,77,79,81.0,90,88,8.26,PartReceived,,2,4.0
1041,200612,1,44,199,15,1,82,91,91.0,22,21,8.25,PartReceived,,9,9.0
1042,200612,2,27,102,17,9,7,9,10.0,80,77,7.88,PartReceived,,2,3.0
1043,200612,3,21,189,19,32,23,38,39.0,66,63,7.01,PartReceived,,15,16.0
1044,200613,1,31,26,15,1,74,92,98.0,70,68,12.81,PartReceived,,18,24.0
1045,200613,2,33,148,15,30,132,140,141.0,20,19,5.31,PartReceived,,8,9.0
1046,200614,1,14,150,4,30,1,21,22.0,36,35,7.11,PartReceived,,20,21.0
1047,200614,2,50,119,26,1,70,76,77.0,45,33,13.65,PartReceived,,6,7.0
1048,200614,3,2,197,19,5,151,172,173.0,56,55,3.89,PartReceived,,21,22.0
1049,200615,1,4,65,19,5,79,85,86.0,11,6,14.45,PartReceived,,6,7.0
1050,200616,1,33,69,15,9,158,178,180.0,25,17,5.86,PartReceived,,20,22.0
1051,200616,2,19,133,6,25,165,177,177.0,61,50,9.0,PartReceived,,12,12.0
1052,200617,1,48,51,17,9,26,33,32.0,23,22,3.28,PartReceived,,7,6.0
1053,200618,1,52,45,19,14,70,78,78.0,64,63,5.03,PartReceived,,8,8.0
1054,200618,2,51,13,6,31,153,155,156.0,30,29,18.11,PartReceived,,2,3.0
1055,200618,3,40,145,17,25,132,153,153.0,25,24,8.42,PartReceived,,21,21.0
1056,200619,1,31,135,15,30,6,23,25.0,46,37,8.73,PartReceived,,17,19.0
1057,200620,1,47,72,6,1,54,57,59.0,50,48,7.1,PartReceived,,3,5.0
1058,200621,1,37,176,19,5,109,118,118.0,46,37,10.29,PartReceived,,9,9.0
1059,200622,1,44,8,15,23,160,174,180.0,14,8,5.06,PartReceived,,14,20.0
1060,200622,2,52,151,19,5,81,90,89.0,22,21,8.73,PartReceived,,9,8.0
1061,200622,3,1,157,19,1,15,36,35.0,24,23,3.73,PartReceived,,21,20.0
1062,200623,1,42,118,6,31,128,133,134.0,28,26,8.09,PartReceived,,5,6.0
1063,200623,2,14,150,4,9,76,96,95.0,32,30,7.08,PartReceived,,20,19.0
1064,200623,3,49,71,4,5,147,165,165.0,104,100,9.83,PartReceived,,18,18.0
1065,200624,1,56,196,4,9,89,97,96.0,65,63,4.4,PartReceived,,8,7.0
1066,200624,2,55,104,4,30,167,176,178.0,41,39,8.97,PartReceived,,9,11.0
1067,200624,3,18,24,15,30,153,166,,30,0,9.94,Cancelled,SupplierIssue,13,
1068,200625,1,51,62,6,23,122,129,128.0,64,62,5.14,PartReceived,,7,6.0
1069,200625,2,12,131,17,1,141,151,,30,0,6.5,Cancelled,DemandDrop,10,
1070,200626,1,37,130,19,18,175,180,180.0,16,15,18.5,PartReceived,,9,5.0
1071,200627,1,8,143,15,23,110,112,114.0,45,37,9.72,PartReceived,,2,4.0
1072,200627,2,33,58,15,18,4,21,22.0,22,19,11.6,PartReceived,,17,18.0
1073,200627,3,11,136,6,18,127,137,137.0,70,67,4.25,PartReceived,,10,10.0
1074,200627,4,51,62,6,18,34,41,43.0,44,43,5.02,PartReceived,,7,9.0
1075,200627,5,31,126,15,14,19,27,28.0,18,17,8.59,PartReceived,,8,9.0
1076,200628,1,57,141,6,9,115,134,133.0,65,63,14.05,PartReceived,,19,18.0
1077,200629,1,51,110,6,18,118,136,137.0,42,41,4.97,PartReceived,,18,19.0
1078,200630,1,40,145,17,25,121,142,144.0,22,21,7.9,PartReceived,,21,23.0
1079,200630,2,52,172,19,31,73,77,78.0,30,29,9.2,PartReceived,,4,5.0
1080,200631,1,56,49,4,30,10,25,25.0,35,33,8.54,PartReceived,,15,15.0
1081,200632,1,5,34,4,1,130,141,143.0,70,68,5.74,PartReceived,,11,13.0
1082,200633,1,3,65,17,9,163,169,170.0,42,40,8.21,PartReceived,,6,7.0
1083,200634,1,57,175,6,25,115,123,122.0,120,117,5.93,PartReceived,,8,7.0
1084,200635,1,24,53,26,23,145,159,159.0,104,100,7.72,PartReceived,,14,14.0
1085,200636,1,39,127,4,25,128,141,142.0,120,118,6.34,PartReceived,,13,14.0
1086,200637,1,12,36,17,18,7,19,19.0,30,29,11.01,PartReceived,,12,12.0
1087,200638,1,48,126,17,23,71,74,76.0,46,45,3.58,PartReceived,,3,5.0
1088,200639,1,18,171,15,30,17,27,26.0,48,46,8.16,PartReceived,,10,9.0
1089,200640,1,8,143,15,14,12,14,15.0,43,41,9.35,PartReceived,,2,3.0
1090,200641,1,51,139,6,1,75,84,86.0,72,71,5.86,PartReceived,,9,11.0
1091,200641,2,26,99,15,1,137,149,150.0,70,68,6.96,PartReceived,,12,13.0
1092,200642,1,35,121,15,5,127,142,142.0,12,11,4.5,PartReceived,,15,15.0
1093,200642,2,6,200,6,25,125,132,137.0,12,11,7.38,PartReceived,,7,12.0
1094,200643,1,12,156,17,1,167,170,169.0,55,54,12.22,PartReceived,,3,2.0
1095,200644,1,33,28,15,23,149,160,162.0,130,75,16.42,PartReceived,,11,13.0
1096,200644,2,32,181,26,31,146,164,164.0,80,77,18.51,PartReceived,,18,18.0
1097,200645,1,6,200,6,5,105,112,111.0,20,19,7.26,PartReceived,,7,6.0
1098,200646,1,19,135,6,25,81,92,92.0,20,13,8.12,PartReceived,,11,11.0
1099,200647,1,51,62,6,1,26,33,35.0,60,58,5.25,PartReceived,,7,9.0
1100,200648,1,14,190,4,23,151,161,160.0,15,14,2.07,PartReceived,,10,9.0
1101,200649,1,27,153,17,23,47,57,57.0,50,23,11.78,PartReceived,,10,10.0
1102,200650,1,15,19,19,14,85,104,105.0,28,27,15.07,PartReceived,,19,20.0
1103,200651,1,15,19,19,9,93,112,114.0,24,23,14.48,PartReceived,,19,21.0
1104,200652,1,50,119,26,18,25,31,32.0,30,29,13.49,PartReceived,,6,7.0
1105,200653,1,45,153,17,30,148,158,158.0,22,17,2.11,PartReceived,,10,10.0
1106,200653,2,37,120,19,30,126,133,134.0,56,55,5.95,PartReceived,,7,8.0
1107,200653,3,7,49,6,14,45,59,58.0,13,12,8.14,PartReceived,,14,13.0
1108,200653,4,19,10,6,9,62,75,77.0,24,23,4.38,PartReceived,,13,15.0
1109,200653,5,8,87,15,23,164,180,180.0,80,77,9.23,PartReceived,,21,16.0
1110,200653,6,59,77,26,9,138,154,153.0,20,19,6.17,PartReceived,,16,15.0
1111,200654,1,30,100,19,23,67,72,71.0,14,13,3.85,PartReceived,,5,4.0
1112,200654,2,46,62,15,25,86,95,97.0,85,80,3.89,PartReceived,,9,11.0
1113,200655,1,13,123,17,31,155,158,,14,0,10.39,Cancelled,DemandDrop,3,
1114,200655,2,27,132,17,23,69,87,86.0,80,77,7.44,PartReceived,,18,17.0
1115,200656,1,51,62,6,18,78,85,86.0,64,62,5.32,PartReceived,,7,8.0
1116,200656,2,15,19,19,1,32,51,52.0,24,22,15.39,PartReceived,,19,20.0
1117,200656,3,21,192,19,25,88,108,108.0,44,25,9.02,PartReceived,,20,20.0
1118,200656,4,32,102,26,18,151,172,171.0,120,118,12.04,PartReceived,,21,20.0
1119,200656,5,46,80,15,23,53,66,66.0,18,17,7.57,PartReceived,,13,13.0
1120,200656,6,40,188,17,18,119,132,131.0,100,97,8.69,PartReceived,,13,12.0
1121,200657,1,23,153,4,1,144,147,146.0,44,42,17.15,PartReceived,,3,2.0
1122,200658,1,27,153,17,5,85,95,96.0,30,28,12.27,PartReceived,,10,11.0
1123,200659,1,8,100,15,25,21,29,28.0,22,14,3.3,PartReceived,,8,7.0
1124,200660,1,41,132,26,25,29,46,48.0,22,21,5.2,PartReceived,,17,19.0
1125,200660,2,31,113,15,32,1,7,6.0,28,27,11.62,PartReceived,,6,5.0
1126,200660,3,15,101,19,31,106,120,121.0,44,43,7.34,PartReceived,,14,15.0
1127,200660,4,50,57,26,1,72,77,76.0,28,27,12.87,PartReceived,,5,4.0
1128,200661,1,8,143,15,31,60,62,61.0,44,39,9.42,PartReceived,,2,1.0
1129,200662,1,54,43,4,9,174,179,179.0,45,44,18.51,PartReceived,,5,5.0
1130,200663,1,18,77,15,18,93,95,95.0,45,22,3.81,PartReceived,,2,2.0
1131,200664,1,51,9,6,18,76,82,82.0,11,10,5.19,PartReceived,,6,6.0
1132,200664,2,58,16,19,23,54,56,64.0,40,38,4.93,PartReceived,,2,10.0
1133,200665,1,57,76,6,1,98,105,106.0,104,99,8.39,PartReceived,,7,8.0
1134,200665,2,45,10,17,31,89,93,92.0,66,63,7.14,PartReceived,,4,3.0
1135,200665,3,27,113,17,25,19,26,28.0,24,20,10.78,PartReceived,,7,9.0
1136,200666,1,3,83,17,18,89,98,97.0,11,10,5.55,PartReceived,,9,8.0
1137,200666,2,13,199,17,32,112,121,120.0,11,10,6.97,PartReceived,,9,8.0
1138,200666,3,36,135,6,31,52,67,68.0,48,47,7.1,PartReceived,,15,16.0
1139,200666,4,54,27,4,18,118,122,128.0,70,59,4.96,PartReceived,,4,10.0
1140,200667,1,48,197,17,23,120,122,,15,0,5.78,Cancelled,SupplierIssue,2,
1141,200668,1,43,31,6,1,166,174,173.0,72,68,10.53,PartReceived,,8,7.0
1142,200668,2,13,199,17,14,95,104,106.0,12,11,7.02,PartReceived,,9,11.0
1143,200669,1,2,155,19,5,117,130,132.0,30,29,6.08,PartReceived,,13,15.0
1144,200669,2,43,120,6,14,178,180,179.0,24,23,2.53,PartReceived,,12,1.0
1145,200670,1,44,156,15,1,89,94,96.0,12,11,3.91,PartReceived,,5,7.0
1146,200671,1,19,135,6,32,138,149,150.0,22,21,7.84,PartReceived,,11,12.0
1147,200671,2,3,83,17,32,168,177,176.0,13,12,5.4,PartReceived,,9,8.0
1148,200671,3,11,108,6,23,179,180,180.0,70,66,8.11,PartReceived,,2,1.0
1149,200672,1,27,34,17,25,45,55,57.0,46,45,9.76,PartReceived,,10,12.0
1150,200673,1,7,138,6,18,131,145,147.0,110,109,5.02,PartReceived,,14,16.0
1151,200674,1,48,22,17,32,50,52,57.0,110,109,4.38,PartReceived,,2,7.0
1152,200674,2,47,72,6,25,71,74,76.0,60,59,6.87,PartReceived,,3,5.0
1153,200674,3,19,37,6,25,108,114,115.0,42,40,7.43,PartReceived,,6,7.0
1154,200674,4,10,23,17,18,12,23,30.0,46,43,6.54,PartReceived,,11,18.0
1155,200675,1,3,100,17,9,46,55,62.0,50,47,6.86,PartReceived,,9,16.0
1156,200676,1,39,20,4,25,104,116,118.0,64,63,7.94,PartReceived,,12,14.0
1157,200677,1,21,117,19,1,27,35,37.0,22,17,5.09,PartReceived,,8,10.0
1158,200677,2,24,61,26,30,40,53,54.0,64,61,19.12,PartReceived,,13,14.0
1159,200678,1,45,89,17,5,166,180,180.0,40,38,4.19,PartReceived,,18,14.0
1160,200678,2,21,93,19,32,22,29,31.0,125,124,18.72,PartReceived,,7,9.0
1161,200678,3,8,13,15,1,178,180,180.0,20,19,14.9,PartReceived,,13,2.0
1162,200678,4,42,144,6,18,178,180,180.0,68,66,8.2,PartReceived,,21,2.0
1163,200679,1,21,198,19,9,50,63,63.0,14,13,9.03,PartReceived,,13,13.0
1164,200680,1,43,39,6,31,174,180,180.0,25,20,3.88,PartReceived,,12,6.0
1165,200681,1,1,193,19,25,74,95,97.0,46,45,4.16,PartReceived,,21,23.0
1166,200682,1,21,137,19,1,13,28,27.0,124,123,8.42,PartReceived,,15,14.0
1167,200683,1,18,157,15,18,169,180,,42,0,12.2,Cancelled,DataError,21,
1168,200683,2,36,193,6,1,21,31,30.0,30,29,2.63,PartReceived,,10,9.0
1169,200683,3,32,45,26,30,62,80,81.0,70,66,8.08,PartReceived,,18,19.0
1170,200684,1,38,167,15,5,128,140,141.0,21,12,7.34,PartReceived,,12,13.0
1171,200684,2,15,40,19,30,133,148,,21,0,7.5,Cancelled,DataError,15,
1172,200685,1,27,132,17,30,118,136,138.0,100,97,7.1,PartReceived,,18,20.0
1173,200685,2,1,83,19,18,179,180,180.0,68,65,13.18,PartReceived,,4,1.0
1174,200686,1,60,154,15,9,49,67,76.0,36,35,9.37,PartReceived,,18,27.0
1175,200686,2,56,74,4,1,146,160,,24,0,6.92,Cancelled,DataError,14,
1176,200686,3,32,102,26,31,120,141,140.0,104,102,12.2,PartReceived,,21,20.0
1177,200686,4,28,200,19,18,46,62,63.0,50,44,12.54,PartReceived,,16,17.0
1178,200687,1,28,84,19,18,139,145,146.0,15,14,6.29,PartReceived,,6,7.0
1179,200688,1,10,23,17,23,32,43,43.0,43,41,6.67,PartReceived,,11,11.0
1180,200688,2,7,64,6,23,143,157,157.0,80,78,13.52,PartReceived,,14,14.0
1181,200688,3,2,159,19,18,67,73,72.0,52,30,3.91,PartReceived,,6,5.0
1182,200689,1,8,13,15,23,80,93,94.0,50,49,14.24,PartReceived,,13,14.0
1183,200690,1,33,28,15,14,161,172,173.0,120,116,16.65,PartReceived,,11,12.0
1184,200691,1,9,63,6,5,123,138,140.0,43,42,4.76,PartReceived,,15,17.0
1185,200691,2,25,128,17,23,116,133,137.0,24,23,9.88,PartReceived,,17,21.0
1186,200692,1,8,105,15,14,128,149,148.0,20,19,4.82,PartReceived,,21,20.0
1187,200692,2,40,188,17,5,109,122,122.0,90,87,8.3,PartReceived,,13,13.0
1188,200692,3,45,63,17,32,89,106,112.0,25,23,9.17,PartReceived,,17,23.0
1189,200693,1,35,88,15,32,106,117,118.0,44,42,6.19,PartReceived,,11,12.0
1190,200694,1,13,186,17,14,43,48,47.0,100,99,3.4,PartReceived,,5,4.0
1191,200695,1,35,183,15,30,19,22,21.0,34,33,9.94,PartReceived,,3,2.0
1192,200695,2,32,181,26,25,136,154,155.0,76,74,19.48,PartReceived,,18,19.0
1193,200696,1,58,17,19,31,122,134,136.0,72,54,6.86,PartReceived,,12,14.0
1194,200697,1,18,77,15,23,27,29,31.0,25,24,3.82,PartReceived,,2,4.0
1195,200697,2,8,143,15,30,47,49,50.0,41,40,9.47,PartReceived,,2,3.0
1196,200698,1,52,177,19,23,40,53,53.0,21,19,6.07,PartReceived,,13,13.0
1197,200699,1,52,45,19,32,127,135,136.0,70,62,4.85,PartReceived,,8,9.0
1198,200700,1,46,101,15,31,157,166,175.0,14,13,6.52,PartReceived,,9,18.0
1199,200701,1,25,70,17,5,172,180,180.0,52,50,3.79,PartReceived,,21,8.0
1200,200701,2,53,72,19,32,143,149,150.0,70,68,5.34,PartReceived,,6,7.0
